class,conversation
협박 대화,"헤어지는 건 싫어, 헤어지는 건 싫어! 헤어지지 않으면 다 죽여버릴 거야. 죽여달라고 애원할 만큼 고통스럽게 죽여주마!! 사랑은 죄가 아니다! 사랑? 당신은 사랑처럼 말하고 있습니다. 당신은 입을 벌리고 아무 말이나 하고 있습니다. 기회만 주면 헤어질래? 남편을 잘 돌보지 못해서 이런 분열이 생겼을 가능성은 얼마나 될까요? 당신 아들도 이런 일을 하고 있지 않나요? 당신 아들이 잘생기고 당신과 닮지 않은 걸 봤어요? 그 사람 정말 귀엽지 않나요? 무엇? 내 아들을 어떻게 아세요? 그 사람이 알까 봐 왜 두려워요? 넌 내 아들의 머리카락 하나도 건드리지 않잖아! 그때는 너 죽고 나도 죽고, 너 죽고 나도 죽는다? 나는 당신을 죽이고 당신의 아들도 죽일 것입니다. 나 혼자서는 절대 이런 고통을 겪지 않을 것이다. 내가 겪었던 것보다 열 배는 더 아프게 갚아주겠다. 네 반응을 보면 내가 먼저 네 아들을 납치해서 절벽 어딘가로 밀어서 죽여버릴 거야."
기타 괴롭힘 대화,"민주야, 어디까지 갈 거야? 안녕, 보라. 나는 도서관에 갈 예정이다. 타고 싶나요? 나는 당신을 거기로 데려가지 않을 것입니다. 운동하고 싶으면 그냥 걸어도 됩니다. 감사합니다. 아니, 그 사람은 버스비와 택시비를 아껴서 얼마를 절약했다고 ??하더군요. 당신도 너무 슬퍼요. 당신은 그것을 저장하려는 것이 아니라 걷고 싶어서 걷는 것입니다. 오해하지 마세요. 생각나서 태워주려고 했는데 왜 이렇게 예민하게 반응하셨나요? 지금 당신이 말하는 게 바로 그거예요. 안타깝게도 그는 이 나이에도 여전히 자가용이 없고 아르바이트로 겨우 연명하고 있다. 우리는 친구입니다. 친구? 네가 나를 그렇게 생각하는데 어떻게 우리가 친구가 될 수 있니? 정말 재밌어요."
직장 내 괴롭힘 대화,"지출결의서에 이상한 도장이 찍혀 있었습니다. 오, 진짜? 미안, 아니, 누가 사과를 듣고 싶어? 예.? 돈을 쓰려고 했는데 오늘은 다른 팀을 위해 아무것도 안 했네요. 형민 선생님 때문인 것 같아요. 모든 것을 생략했어야 했습니다. 아니, 그럼 다음부터는 형민 매니저가 조심하지 않을 것 같아서 오늘은 다 쓰지 않았어요. 다른 팀들도 급하게 돈이 필요할 때가 많다고 했다. 하지만 그것은 사실이다. 어떻게 그렇게 할 수 있나요? 아무튼 내가 이렇게 세게 나가면 형민선생님이 두세번 확인하시겠죠? 다른 팀한테 혼나면 정신 차리겠죠. 예."
기타 괴롭힘 대화,"어제 피곤했나요? 안 돼! 아니요, 안색이 어두워졌습니다. 흠, 그런가.? 아! 비대리 오늘 화장을 안 해서 그런가? 아. 예. 에이전트가 아닌 사람은 실제 사람인 관리자와 매우 다릅니다. 너무 심하게 말하는 거 아냐? 좀 심하긴 한데 눈에 보이는 걸 말씀하시는 거겠죠? 비대표가 걱정되서 그러는 겁니다. 네, 이해합니다."
갈취 대화,"야, 너 돈이 많아 보이는구나. 나는 아무것도 가지고 있지 않습니다. 돈 없는 여자가 그런 명품을 입는다고요? 이 모든 것이 나에게 선물로 주어졌습니다. 지금 돈이 없나요? 예, 아니오. 그럼 그 시계 팔아서 나한테 주세요. 나에게 주시면 당근으로 팔겠습니다. 팔리면 나도 좀 주겠다."
기타 괴롭힘 대화,"왜 사람을 때렸을 때 눈치 채지 못한 척합니까? 내 말 안 들려? 내 말 무시하는 거야? 아, 미안해요. 눈이 불편하니까. 아, 짜증난다. 눈 아프면 나오지 마세요. 죄송합니다. 아, 장애인들이 왜 이런 짓을 하는지 정말 모르겠습니다. 장애인이라면 집에 있어야 합니다. 왜 나와서 이런 짓을 하는 걸까? 정말 가혹하신 것 같아요. 나는 무엇입니까? 아, 우선 저한테 부딪힌 점 사과드립니다."
갈취 대화,"야, 좋은 말 하면 놔둬. 이건 엄마가 사주신 거예요. 아니요, 그냥 빌릴 뿐입니다. 빨리 벗고 가세요. 아, 이건 정말 못해요. 아, 농담하는 것 같나요? 두고 가세요. 닥치고 당신이 가진 모든 것을 나에게 주세요. 못해요. 돌려주세요. 나한테 뭐라도 돌려줘, 친구, 안 돼."
기타 괴롭힘 대화,아메리카노 한 잔에 물 한 잔 주세요. 손님용 물은 종이컵에만 제공됩니다. 왜? 그냥 매장 컵에 넣어도 됩니다. 에스프레소에 물 2컵을 섞어서 나누어 드시는 손님도 계셨습니다. 내 돈으로 산 커피를 공유하는 게 뭐가 문제인가요? 고객 저희 매장은 1인 1메뉴를 원칙으로 하고 있습니다. 저는 여기 단골이라 잠시만 머물 예정이에요. 그렇게 할 수 없나요? 아메리카노의 경우 마진이 거의 없습니다. 죄송합니다. 나는 이 마을 출신이다. 이 가게가 손님을 대하지 않는다는 소문을 퍼뜨릴 거예요! 그렇다면 법적인 조치를 취할 수밖에 없습니다.
협박 대화,나한테서 뭘 원하는 거야? 내가 무슨 잘못을 해서 당신이 이 세상에서 사라지게 됐나요? 나는 어리다는 이유로 사람들이 나를 놀리는 것이 싫었다. 내가 당신을 죽이는 것은 별 일도 아닙니다. 말도 안되는 소리를하지 마십시오. 나를 죽이느냐 산 채로 묻어 주느냐는 당신에게 달려 있습니다. 나는 아무 잘못도 하지 않았습니다. 그렇게 말했으니까 벌을 받는 거야.
기타 괴롭힘 대화,"왜 그렇게 보이나요? 왜 몸에서 시궁창 냄새가 나는 걸까요? 갑자기 왜 싸우나요? 아니, 거울을 보세요. 굳이 싸움을 시작할 필요는 없을 것 같아요. 당신은 실제로 어떤 유전자를 물려받았나요? 복제 과정에서 유전자의 절반이 잘린 것이 아닌가? 그만해요, 정말. 아니 씨발 정우야 똥같으니까 목소리 높이지 마. 그게 다야. 하, 경찰에 신고해? 와, 어떻게 해야 할지 몰랐어요."
갈취 대화,"여기에 돈만 넣으면 10 이자를 줍니다. 10? 그런데 요즘 금리가 낮은거 아시죠? 알다시피, 난 아무에게도 말하지 않고 단지 할머니에게만 말할 뿐입니다. 우리는 지금 서두르고 있습니다. 지금은 돈이 없으니 그냥 있는 돈만 넣어주세요. 당신은 얼마나 가지고 있나요? 이거 사기 아닌가요? 엄마, 나도 들었어요. 이것을 놓치면 하고 싶어도 할 수가 없습니다. 물론 이 분도 얼마전에 추가하셨죠? 함께 해보자"
갈취 대화,"서준아, 나 방 쓸 돈이 부족해. 5,000원만 주세요. 내 돈은 내 돈으로 낼 수밖에 없는데 당신에겐 1만원이 있군요. 5,000원씩만 내면 됩니다. 내 돈인데 왜 반으로 갚아야 합니까? 친구사이에 5000원은 아깝다? 돈이 없어서 빨리 줄게요. 시간이 없어요. 지난번에 빌린 걸 아직 못 탔어요. 시끄럽고 사람들을 화나게 만들고 있습니다. 이해합니다. 빨리 드려야겠어요"
협박 대화,"야 이 개새끼야 뒤지고싶냐? 왜, 왜, 담임선생님께 내가 담배를 피우고 있다고 자랑하셨나요? 찢겨지고 싶나요? 아니요. 나는 그렇게하지 않았습니다. 당황하지 마세요. 오늘 갈 생각도 하지 마세요. 난 그러지 않았어! 무엇이든. 기분이 안 좋아서 때리려고 합니다. 어머나! 그러지 마세요. 괜찮아요, 팔다리가 다 부러지고 숨도 거의 쉬지 못하는 그를 볼 가치가 있어요. . 검은색."
직장 내 괴롭힘 대화,"김 과장, 운전 제대로 못 하시나요? 죄송합니다. 당신은 너무 거칠게 운전합니다. 내가 당신 차에 있으면 안전하다고 느낄 것 같나요? 서두르지 마세요. 지난번에 서두르라고 한 말, 기억하셨나요? 아니요, 그것에 대해서는 나중에 생각하는 것이 있습니다. 죄송해요, 김 실장님. 절대 그렇지 않습니다. 김과장님, 그런데 머리가 많이 빠졌죠? 아니 내 머리가 왜 이래? 매우 반짝입니다. 그려요? 응, 응. 하하."
기타 괴롭힘 대화,"안녕하세요 저는 지금 먹방을 촬영하고 있습니다. 촬영해도 될까요? 아니, 이번 한 번만이면 안 돼? 아니, 나가세요. 홍보용으로 좋네요. 글쎄, 난 안 할 거야. 정말 미쳤어요. 뭐하세요? 나쁜 소문을 퍼뜨리겠습니다. 무슨 말을 하는 거야? 경찰에 전화할게요."
직장 내 괴롭힘 대화,"영희야, 너 남자친구랑 데이트하는 것 같구나. 오늘은 화려한 옷을 입었군요, 그렇죠? 그렇지 않습니다. 헐 어제랑 완전 다르네 요즘 남자친구 있어요? 개인적인 이야기는 하고 싶지 않은데, 피하고 계시는 것 같네요. 내 생각엔 네 남자친구가 너한테 친절하게 대해주는 것 같아. 죄송하지만 이 얘기를 하는 게 좀 불편해요. 갑자기 바쁜 척, 남자친구가 왜 나쁘냐는 말은 이제 그만하세요. 불편해요. 당신은 너무 뻣뻣해요. 상사가 물으면 확실한 대답을 해준다. 죄송합니다."
갈취 대화,"형님, 나 돈이 필요해요. 좀 주실 수 있나요? 돈이 있지만 애써서 저축했습니다. 형님, 빨리 써서 돌려드릴께요. 아니 형 저번에도 그랬는데 갚지 않으면 친절하게 말하면 소용없어요. 왜 이러세요? 그냥 나한테 줄래? 계속 이러면 엄마한테 말할 거야!! 밀고자는 더 많이 맞아야 한다. 정신을 차리세요. 당신은 실수를 했습니다. 내 돈이 여기 있어요."
직장 내 괴롭힘 대화,"야 김사원 씨 뭐 먹을래? 흠. 팀장님, 무엇을 좋아하시나요? 저기, 박과장님 김사원 선생님이 가르치지 않으셨나요? 죄송합니다. 회사에 입사한 지 꽤 시간이 지났습니다. 좋아, 최선을 다하면 돼. 김치찌개 좋아하시나요? 무슨 헛소리를 말하는 거야? 누가 노인으로 보이나요? 죄송합니다. 역시 나는 내가 싫어하는 일만 한다. 회사는 이런 곳입니다. 예? 말씀하신 부분이 좀 과했습니다. 이제 다시 얘기할 시간인가요? 가버려 미안해"
갈취 대화,"이봐요, 내일까지 부모님이 동의하실 수 있게 도와주세요. 뭐? 어떻게 해야 하나요? 아, 부모님의 주민등록번호를 받아오시면 됩니다. 우리 부모님의 주민등록번호.? 어차피 선생님들은 그걸 다 보지도 않고 그냥 성인 보호자의 동의만 구하는 거에요. 하지만. 나에게 이런 일을 하라고 요구하지 마세요. 아, 짜증나네요. 내가 말하는 것을 이해하지 못합니까? 그런데 부모님 주민등록번호를 드렸어요. 나는 무엇입니까? 나쁜데 쓰여졌나요? 아 진짜, 이런 걸 가져오면 엄마 아빠가 뭐라고 하실 텐데, 부모님도 싫어하실 것 같아요. 학교 생활을 망치고 싶지 않다면 스스로 처리하세요. 내일까지 부모님 전화번호 받아오세요."
기타 괴롭힘 대화,"나는 우울하다. 약은 잘 복용하고 있나요? 오늘 왜 이렇게 모든 게 힘든 걸까요? 난 그냥 죽고 싶어요. 아래에 . 죽고 싶다는 말은 이제 그만 할래? 음.? 만날 때마다 우울해지고 죽고 싶은 마음이 든다. 나는 당신의 감정 쓰레기통인가요? 그런 말은 그만하세요. 나는 당신의 말을 듣는 것에 지쳤습니다. 당신도 나와 같다면 매일매일 어려운 이야기를 듣고 싶나요? 이제 그만하세요. 당신의 우울증은 당신이 약하기 때문입니다. 정신을 차리세요. 아, 미안해요. 정말 피곤해요. 네가 너무 멍청해서 우울증이 걸려"
협박 대화,"손을 들고 움직이지 마세요! 야, 이러지 말고 그냥 얘기하자. 이 칼이 보이지 않나요? 움직이지 마세요! 괜찮은. 좋아, 거기로 이사하지 말고 돈이 되는 모든 것을 퍼서 다시 가져오면 된다. 내? 응, 너! 내가 어리석은 짓을 하면 살아서 나가지 못할 거라는 걸 알아요. 알겠어요. 서두르다! 빨리 하고 있어요."
갈취 대화,"안녕하세요, 최 회장님, 요즘 일이 잘 진행되고 있다고 들었습니다. 아니요, 직원들에게 월급을 조금 지급할 뿐입니다. 아니, 거기 회사를 차릴 때 좀 도와준 것 같은데, 감사한 마음은 없었던 것 같아요. 아. 곧 공간을 마련하겠습니다. 곧 하고 싶은 일이 있나요? 오늘 밤은 어때요? 오늘 저녁. 그러면 제가 연락드리겠습니다. 알겠습니다. 나중에 연락할 수 있도록 여기로 데려오겠습니다. 아, 분위기 좋다. 한 잔 드세요. 사장님 차에 좀 넣었어요. 제작은 정성이므로 받아주세요."
협박 대화,"상품 상태가 좋지 않습니다. 환불해주세요. 무슨 얘기를 하는 건가요? 개봉하지 않은 새 제품을 판매했습니다. 아니요, 상품 상태가 좋지 않고 마음에 들지 않아 환불을 요청했습니다. 왜 안 돼? 이것 좀 보세요. 새상품이라고 말씀드리고 환불도 없이 저렴한 가격에 판매했습니다. 아, 상품 상태가 마음에 들지 않으니 환불해주세요! 30달러도 안 되는 가격에 새 제품을 구입했는데 상태가 좋지 않아 환불을 요청했습니다. 이것은 터무니없는 일입니다. 환불안하시면 딩땅시장에서 쓰레기라고 퍼뜨릴게요! 소문을 퍼뜨려라! 그러면 허위사실 유포로 대응하겠습니다. 집에 개를 키우고 계시죠? 나는 그 강아지를 납치하고 있어요. 이 사람은 무슨 말을 하는 걸까요? 협박으로 고소할 거야, 이 사기꾼아."
기타 괴롭힘 대화,여기요 ! 뭐하세요? 왜 내 사진을 훔치고 나인 척 한 걸까요? 단지 재미를 위해서였나요? 재미있는? 재미삼아 사진을 훔치고 남자들과 시시덕거립니까? 왜 그렇게 웃기나요? 너 대신 남자를 골라줘서 너무 기뻐. 기분이 나빠요. 즉시 삭제하세요. 마음에 들지 않나요? 이런 친구는 어디서 찾을 수 있나요? 나에게 맞는 남자를 찾아 인기를 얻어보세요. 필요없으니까 지워주세요 싫은데 사람들이 예쁘다고 하면 좋아해요. 그래서 더 많이 듣게 했죠.
협박 대화,"그럼 누구였나요? 모르겠습니다. 모르겠습니다? 당신은 그것을 봤죠? 누구인지 보셨죠? 평생 아무것도 보지 않고 살게 할 셈이냐? 너무 어두워서 볼 수 없었습니다. 당신은 정말 두려움이 없습니다. 제가 주머니에 송곳을 가지고 다니는 거 아시죠? 나는 정말로 아무것도 볼 수 없었다. 이걸로 관자놀이 깊숙이 찌르면 소리가 날까, 말까? 왜 자꾸 이러는 걸까요? 나는 그것을 정말로 보지 못했다. 찌르는군요. 저를 구해주세요. 머리 . 찌르다."
갈취 대화,"이봐요, 돈 있어요? 아니요, 없어요. 미안해요. 돈이 없어요. 나중에 가져올게요. 죄송합니다? 지금 바로 가져오세요. 아니요, 나중에 꼭 가져올게요. 아니요, 지금 필요해요. 죽고 싶나요? 아뇨, 죄송합니다. 오늘은 나 좀 봐주면 안 돼? 내 말을 이해 못하시는 것 같은데, 오늘 돈 안 주면 오늘 나한테 죽는 거 알죠? 엄마는 지금 아프다!! 그게 나와 무슨 상관이 있는 걸까요? 빨리 가져오지 않으면 오늘 내 손에 죽게 되니까 정말 안 된다."
직장 내 괴롭힘 대화,"김과장님, 커피 한잔 주세요. 인벤토리를 재구성하고 있습니다. 커피 한잔 가져다달라고 했더니 많은 이야기가 있습니다. 관리자님, 이 문서를 30분 이내에 업로드해야 합니다. 안녕하세요, 커피를 받는 데 시간이 얼마나 걸리는지 이해합니다. 여기 있습니다. 아, 커피는 왜 이렇게 맛이 없나요? 커피에 무엇을 넣었나요? 그게 가능합니까? 당신은 10,000년 동안만 대체가 될 수 있습니다."
직장 내 괴롭힘 대화,"대리님은 그 외에 다른 일도 할 수 있나요? 죄송합니다, 매니저님, 이 결과를 어떻게 하시겠습니까? 진전이 없습니다. 다시 수정하겠습니다. 수정하지 말고 처음부터 다시 작성하세요. 처음부터? 네, 처음부터요. 지금 내가 하는 말에 기분이 상하셨나요? 아니요, 죄송합니다. 내일까지 내 책상 위에 올려두세요, 알았죠? 괜찮은"
직장 내 괴롭힘 대화,"오늘까지 이것저것 다 해주세요, 알았죠? 퇴근 10분 전이에요. 얼마인가요? 빨리 한다고 해도 23시간은 걸릴 것 같아요. 빨리 하세요. 내일 하면 안 돼요? 예, 아니오. 빨리 끝내고 퇴근하세요. 좀 더 일찍 나한테 줬어야 했는데. 지금 상사에 대한 당신의 태도는 어떻습니까? 이것? 사회생활은 처음이신가요? 이것은 과실입니다. 아래에."
갈취 대화,"잠시만 멈춰라, 나? 왜? 왜, 왜, 왜 뭔가를 묻고 싶나요? 돈이 있나요? 존재하지 않습니다. 검색해서 나오시면 10원당 1안타가 나옵니다. 10원도 없어요. 아, 10,000원이군요. 그럼 몇 안타인지 계산해서 1만원 드릴게요."
기타 괴롭힘 대화,니가 쓴거 다 쓰레기 아니야? 사실이에요. 증명해 보세요. 어떻게 믿나요? 인터넷이기 때문에 개인정보가 유출될 수 없습니다. 인터넷에 떠들썩하게 떠들고 팔로워를 늘려도 괜찮나요? 믿고 싶지 않다면 믿지 마세요. 모두가 당신의 진정한 정체성을 알아야 합니다. 그 사람들 말 좀 그만했으면 좋겠어요. 당신의 현재 생활은 시궁창이어서 여기서 행동하고 있습니다. 그만해요
갈취 대화,"와, 철수씨 신발 샀어요? 어 오. 나는 하나를 샀다. 나도 하나 갖고 싶어, 응?? 철수야, 너희 아버지는 의사이시며 돈을 많이 벌신다고 들었어. 뭐? 우리 철수는 아빠를 닮지 않나요? 왜 그렇게 말문이 막히나요? 무슨 뜻이에요? 내일 돈을 좀 가져와서 나도 신발을 살 수 있게 해주세요. 너희 가족은 돈이 많구나, 응???? 좋은 친구가 있으니 좋은 신발을 신어봐야겠어요. 곧 내 생일이니까 그 사람에게 생일 선물을 사줘야겠다고 생각했어요. 내일 뵙기를 기대합니다"
기타 괴롭힘 대화,"머리에 무슨 문제가 있습니까? 고객님, 곱슬머리라서 머리가 더 풍성해진다고 말씀드렸는데요. 아니요, 하지만 그건 사실이에요. 사람인가요? 푸들이에요. . 분명히 괜찮다고 했잖아요. 아니요, 괜찮은 정도가 있습니다. 이대로는 떠날 수 없어요. 세 시간이 걸렸어요. 다시 꽃을 피울 필요도 없고, 소송을 준비할 필요도 없습니다. 좋아요? 나 고소 당하는 거야? 아, 누군가의 머리를 갖고 놀았다고 당신을 고소할 거예요. 그냥 다시 풀어보겠습니다. 앉으세요. 4시간 정도 소요됩니다. 아무리 시간이 걸리더라도 원래 상태로 복원됩니다."
갈취 대화,"야 찐타 왜 상철아? 가게에 가서 빵을 사세요. 돈은 어떻습니까? 아나, 지난번에는 덜 맞았나요? 사야지, 그렇지? 상철아, 책 사는데 돈이 되니까 이럴 수가 없어. 정말 짜증나네요. 빨리 빵 사오라고 하면 돈을 조금 더 주실 수 있나요? 이런 일이 일어나고 있습니까, 아니면 곧 일어나지 않습니까? 응, 알았어."
기타 괴롭힘 대화,"안녕하세요 복자식당입니다. 농담하는 거야? 예? 아니요, 주문한 지 40분이 지나도 안 오셔서 죄송해요. 당신의 주소는 무엇입니까? 인천 부평구. 지금 떠나려고 하는데 아직 도착하지 않은 것 같아요. 농담하는 거야? 죄송합니다, 선생님, 저와 함께 뭔가 하고 싶으시다면. 최대한 빨리 도착하도록 노력하겠습니다. 내가 다 말해줄게, 알겠어? 죄송합니다. 선생님"
기타 괴롭힘 대화,"그는 또 자랑하고 있다. 나는 자랑하지 않습니다. 저는 단지 여러분에게 도움이 되는 정보를 드리고 싶었을 뿐입니다. 발. 적당히 하세요. 레벨 오프. 나는 진지하다. 나를 믿으세요. 나 너? 왜 나야? 그럼 그냥 지나치셨으면 좋겠습니다. 얘들아, 그 사람이 나한테 말다툼을 해서 미안해. 사과도 제대로 안 하는 걸까요? 정말 죄송해요."
기타 괴롭힘 대화,여기서 무슨 일이 일어나고 있는 걸까요? 왜 이러는 걸까요? 고객 서비스가 엉망입니다. 진정하고 앉으세요. 나를 내버려 둬. 진정하세요. 당신은 나를 비웃었습니다. 절대 그렇지 않습니다. 선생님. 여기 직원은 왜 이렇게 불운한 걸까요? 기분이 안 좋아요. 화를 내주세요. 나는 그런 일을 하지 않습니다. 선생님.
협박 대화,그 여자는 내 여자예요. 나는 헤어지고 싶지 않다. 그것은 당신의 일방적인 사랑입니다. 친절한 말로 말하면 헤어지세요. 나는 그녀를 사랑하고 그녀도 마찬가지입니다. 말로는 말할 수 없습니다. 정사각형 머리로 그녀를 때리자. 그것은 결코 우리를 깨뜨리지 않을 것입니다. 그녀를 때리면 얼마나 오래 참을 수 있는지 알게 될 것입니다. 이렇게 하면 할수록 사랑은 더욱 강해집니다. 그렇다면 나는 당신을 죽여야 할 것입니다. 그러면 끝입니다. 죽자. 그것은 결코 당신 뜻대로 될 수 없습니다.
직장 내 괴롭힘 대화,"팀장님, 저는 다음 주 금요일에 연차 휴가를 낼 예정입니다. 다음주 금요일? 왜 쉬는 걸까요? 아, 그건 개인적인 문제예요. 개인이란 무엇입니까? 정확한 이유를 알려주지 않으면 돈을 안 주겠다. 아, 미안해요. 친구 결혼식 때문에요. 친구 결혼식? 친구 결혼식에 가려면 휴가를 내야 하나요? 결혼식 장소는 꽤 멀다. 누군가가 친구의 결혼식을 위해 휴가를 간다고 말하는 것을 본 것은 이번이 처음입니다. 이 놈은 개자식입니다. 아니요. 가지 마세요. 저는 팀장 고향 친구라서 가야 해요. 이 놈. 아, 결혼식에 가세요. 대신, 무단 결근을 신고하겠습니다. 가다."
갈취 대화,"와, 이 색연필은 보기만 해도 비싸 보이는데요. 아, 아빠가 성과평가 중이라고 해서 사줬으면 좋겠다. 저는 이 앞 문구점에서 샀는데, 보니까 백화점에서 산 것 같더라고요. 좋아요. 오, 진짜? 그래서 자랑하려고 여기로 가져온 건가요? 아뇨, 자랑하는 게 아닙니다. 오늘 미술 수업에 사용할 100개를 얻었어요? 모두 필요하지 않으니, 반 친구들에게 하나씩 나눠줍시다. 색상은 다양합니다. 20개 드려도 80개 남나요? 당신은 정말 겉모습만큼 욕심이 많은가요? 이것은 . 좀 그렇죠. 그러지 말고 공유하자"
협박 대화,"나는 죽어 가고있다, 나는 죽어 가고있다. 아, 저를 구해주세요. 제 동생을 구해주세요. 내가 네 동생의 생명을 구해줄게. 대신 당신의 장기를 나에게 주는 게 어때요? 네, 그럴게요. 내 동생을 구해주세요. 좋아요, 잠깐만요. 형제. 나는 거의 죽을 뻔했습니다. 누군가가 칼을 잡고 목을 졸랐습니다. 괜찮아요. 괜찮아요. 빨리 집에 가세요. 자, 형제님, 이제 장기를 드려야겠죠? 당신이 해야 할 일은 나에게 장기를 주는 것뿐이죠? 빨리 가져가세요."
직장 내 괴롭힘 대화,"선생님 지금 뭐하세요? 아, 네 집이구나. 아, 지금 지나가고 있는 중이에요. 시간 있어요? 같이 한잔하자! 예? 무슨 일이에요? 아니요, 우리는 같은 팀이고, 업무 효율을 높이고 함께 일을 잘하기 위해 서로 가까워야 합니다. 또는 단지 팀원 간의 화합을 위해서도 서로 가까워야 합니다. 아, 그럼 우리 모두 함께 만나야 한다는 겁니까? 야, 그 사람들은 낮은 직급인데 왜 우리를 부르는 거야? 우리 둘이 작품의 중심축이다. 아. 나는 혼자 있는 것을 좋아하지 않는다. 일과 관련이 없으면 주중에만 만나요. 아니, 그 사람은 항상 이랬나요? 대화하려고 나한테 전화한 거야? 주중에는 모두가 있기 때문에 깊은 대화를 나눌 수는 없겠죠? 내가 신경쓰는 건 다인데 왜 이렇게 예민한 걸까? 아. 예. 죄송합니다. 그래도 좀 힘들 것 같아요. 하, 그렇군요. 내가 정말 사람을 잘 챙겨준다고 해도 그 사람은 내 마음을 모르잖아요."
협박 대화,"대낮에 술을 마시는 경우에는 최소한 술을 조금씩 섭취해야 합니다. 내 돈으로 갚겠다고 하면 문제가 있는 걸까요? 나는 내가 먹는 것에 대해 아무 말도하지 않습니다. 나는 어떤 피해도 끼치지 말았어야 했어요. 내가 어떻게 그런 소란을 일으킬 수 있었을까? 하, 말을 못해요. 사업을 수행하시기 바랍니다. 이게 나를 무시하는 걸까? 처음 사람을 만나면 반말만 하는데, 술을 마시고 나면 어떤 대화를 할 수 있나요? 정말 피도 마르지 않은 채 머리에 이런 일이 일어났어요! 나오세요 오랜만에 피를 봤어요. 난 그냥 모든 것을 비틀고 당신을 죽일 것입니다. 왜 이런 일이 발생합니까? 진정하고 조용히 들어가세요. 그렇다면 신고하겠습니다. 신고하세요. 나를 내버려둬!"
갈취 대화,"민구야, 무슨 일이야? 대전에 있는 할머니를 만나러 가야 하는데 교통비가 없어요. 무엇?? 앱을 통해 티켓을 구매할 수 있나요? 나에게 돈을 줄 건가요? 아니 나 돈없어???? 그럼 내가 그 돈을 어디서 났지? 이봐, 당신은 부자입니다. 집 건너편에 있는 가장 큰 국밥집이라 손님들이 끊임없이 오고 있어요. 그게 당신과 무슨 관련이 있나요? 아, 이 사람 짜증나겠다. 그를 화나게 하는 대신 빨리 전화를 끊고 때리고 싶습니까?"
갈취 대화,"야, 10만원만 줘 당신은 그것을 나에게 맡기지 않았습니다. 내 사업인가요? 나에게 주세요. 내가 당신에게 돈을 주어야 할 이유가 없습니다. 반박하면 맞을 거라고 말했잖아. . 신고하겠습니다. 신고하기 부끄러운 일이고, 전혀 위협이 되지 않으니 빨리 넘겨주세요. 지난번이 마지막이라고 했어요. 오늘이 인생의 마지막 날이 될까요? 아니요. 한 번 더 공격해 보겠습니다."
직장 내 괴롭힘 대화,"김 선생님, 이번 주말에 뭐하세요? 저는 주로 빨래를 하고 휴식을 취합니다. 너 남자친구 안 만나? 글쎄, 거기 있지 않나요? 그렇다면 적당한 시간에 한잔 어때요? 잘. 친구랑 약속이 있어서 그런가? 나는 할 수 없다. 보고서를 마쳤나요? 아직 빨래할 시간은 있고 일할 시간은 없는 것 같죠? 그게 아닙니다. 죄송합니다"
직장 내 괴롭힘 대화,"매니저님, 어떻게 하면 될까요? 생각해 보셨나요? 예? 당신은 무엇을 생각하고 있습니까? 어떻게 해야 할지 생각도 하지 않은 채 질문을 하고 계시나요? 그렇게 많은 지능이 없다면 어떤 회사에서 일하겠습니까? 죄송합니다. 회사에 입사한지 이제 딱 일주일이 되었습니다. 일주일 동안 아무 생각 없이 뭐하셨나요? 회사에서는 그런 목적으로 급여를 주는 것 같아요. 친구들과 이야기할 생각은 하지 말고 일만 생각하세요. 예. 죄송합니다. 멍하니 서있지 말고, 자리로 돌아가는 건 어때요? 내가 너무 멍청해서 너한테 이 모든 걸 말해야 하는 걸까? 아니요. 죄송합니다. 그런 아이를 골라 뭔가를 하게 된 거죠."
갈취 대화,"강민 내일이 누나 생일인데 돈 좀 빌려줄래? 지난번에 언니 생일 선물로 빌렸어요. 아, 이번에 큰언니 생일이에요. 지난달에 빌린 돈을 아직도 갚지 못했어요. 아니, 내 여동생 생일이라고 했잖아. 저도 이번 달 생활비가 부족해서 못해요. 누가 나한테 안 준다고 했어? 이봐, 내가 줄게. 빨리 보내주세요. 너무 오래 얘기하지 마세요. 사실이에요, 그렇죠? 좋아, 마지막이야. 오래전부터 전해드리겠습니다. 귀찮으면 잘 사용하겠습니다. 갚아야합니다. 정말."
갈취 대화,"거긴 너무 더워요 일하러 오세요. 나.? 여기 당신 외에 다른 사람이 있나요? 왜.? 돈이 있나요? 내 동생은 지금 배가 고프다. 당신이 가진 모든 것을 나에게주십시오. 나는 돈이 많지 않습니다. 이게 전부 내 자산이에요. 뭐야, 2000원이야? 무례하게 굴지 마, 이 개자식아. 그것은 진짜입니다. 2000원 실화냐? 검색해서 1만원 나올때마다 완전 손실이네? 그것은 진짜입니다. 이봐, 그거 별거 아닌데."
기타 괴롭힘 대화,"철수야, 그 학교를 졸업하고 그 월급을 받을 가치가 있니? 그게 무슨 뜻이에요? 아니요, 그렇지 않습니다. 학교도 열악하고 월급도 낮아서 ??살기 힘들 거라고 생각했어요. 그건 나에게 달려있습니다. 그냥 걱정이에요. 앞으로도 상황은 나아질 것 같지 않습니다. 나는 할 말이 없다. 그렇죠, 미래가 없으니 할말이 없군요. 나는 아직도 열심히 일하고 있습니다. 열심히 살면 뭐해? 아무것도 나아지지 않을 것입니다. 다시 태어난다고 해도 불가능할 것 같아요. 그만 말하고 싶어요."
